RequirementText,IsOutlierRule,OutlierProbability,IsOutlierModel,IsOutlierFinal
'The product must work with most database management systems (DBMS) on the market whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.',0,0.0702723993384439,0,0
'The product will function alongside server software on any operating system where the Java runtime can be installed.',0,0.19067534119445678,0,0
'The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.',0,0.14385826765206247,0,0
'The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.',0,0.054180975008357,0,0
'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',0,0.08461848961512487,0,0
The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo branding and identity',0,0.012507505541047334,0,0
'The product shall have a conservative and professional appearance.',0,0.0031952927659928527,0,0
'The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.',0,0.006300452336051264,0,0
'The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.',0,0.0005945446137600076,0,0
'The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.',0,0.0035689311716010793,0,0
'The product shall allow the user to select a chosen language from one of the target market countries.',0,0.004669537922737001,0,0
'The product shall allow for customization of start page and views preferences.',0,0.00039269127339007384,0,0
'An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.',0,0.009164730066559408,0,0
'The product shall use a standard navigation menu familiar to most web users.',0,0.0026199145901575818,0,0
'The product shall allow for intuitive searching of available conference rooms.',0,0.0019318454892526171,0,0
'The product shall conform to the Americans with Disabilities Act.',0,0.0010414309343546218,0,0
The response shall be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.',0,0.0026512119396177227,0,0
'Aside from server failure the software product shall achieve 99.99% up time.',0,0.009629669132191846,0,0
'The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.',0,0.00545194307391273,0,0
'The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.',0,0.013176339654796325,0,0
'The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.',0,0.002541503520814292,0,0
'The product shall be expected to operate for at least 5 years for each customer installation.',0,0.0028081456921963325,0,0
'The product shall be used in office environments.',0,0.0022239939520216864,0,0
'The product must be able to interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).',0,0.00017540551631854101,0,0
'The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.',0,0.0005368666486084868,0,0
'The product must be able to interface with various email servers. The product shall be able to send email.',0,0.0005783899885046552,0,0
'The product shall be available for distribution via the Internet as a binary or ZIP file.',0,0.01116849488089081,0,0
'The product shall be available for distribution as a packaged CD.',0,0.0040925796624771815,0,0
'The product will be available for licensing as a one-server two-five servers or five-or-more servers license.',0,0.33595605361184677,0,0
'A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.',0,0.007978164156419056,0,0
'The product must be designed using Design Patterns and coding best practices. 90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.',0,0.017026636190223283,0,0
The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product's software code.',0,0.011331789684753544,0,0
'Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.',0,0.06955018171177944,0,0
Every registered user will have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',0,0.0066916402400323104,0,0
The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',0,0.0006790881401764976,0,0
The product shall be translated into foreign languages other than the target market countries' languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market's language.',0,0.01792793838042327,0,0
'The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.',0,0.048169337295842295,0,0
'The product shall be able to be installed in any operating environment within 2 days.',0,0.003195927217013783,0,0
'The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.',0,0.005731502099574348,0,0
'Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.',0,0.03507796736014891,0,0
The product shall ensure that the database's data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.',0,0.00027420767526161355,0,0
The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems' data shall remain 100% uncorrupted each time malicious data is input into the product.',0,0.0016551833254245044,0,0
'The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.',0,0.004033281449836154,0,0
'The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.',0,0.06101904712001584,0,0
'The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.',0,0.07249376975522656,0,0
The product shall be able to display calendar dates and times according to the user's locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.',0,0.003261265064840167,0,0
'The product must be developed with the J2SE/J2EE programming language libraries',0,0.023714388148001753,0,0
'The product shall record meeting entries.',0,0.0008712472993222691,0,0
'The product will notify employees of meeting invitations.',0,0.10602506231989978,0,0
'The product shall have the ability to send meeting reminders to employees.',0,0.00120320597387936,0,0
'The product shall assign the organizers contact information to each meeting they create.',0,0.005003035896036957,0,0
'The product will record meeting acknowledgements.',0,0.10778268872718173,0,0
'The product shall store new conference rooms.',0,0.002300276066754324,0,0
'The product shall update existing conference rooms.',0,0.0004211963491290438,0,0
'The product will be able to delete conference rooms.',0,0.11919220769089992,0,0
'The product shall be able to store new room equipment.',0,0.001788307665649823,0,0
'The product will update existing room equipment.',0,0.16839885464486384,0,0
'The product shall be able to delete room equipment.',0,0.0020148362071787797,0,0
'The product shall allow an organizer to invite other employees to meetings.',0,0.0031152988323076476,0,0
'Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.',0,0.1421908418524435,0,0
'The product shall record the transportation status of equipment reserved.',0,0.007816203384304122,0,0
'The product shall display a map of the company building showing conference room locations.',0,0.006768328900862301,0,0
'The product shall record updated meeting agendas.',0,0.0014061041910821727,0,0
'The product shall send a meeting confirmation to the meeting organizer.',0,0.013835341335678146,0,0
'The product shall display room equipment according to search parameters.',0,0.0035001653758961228,0,0
'The product shall display conference rooms according to search parameters.',0,0.0013498933657410984,0,0
'The product shall record different meeting types.',0,0.0017734760969778448,0,0
'The product shall record all the equipment that has been reserved.',0,0.003227279419141772,0,0
'The product shall notify building personnel of equipment transport requests.',0,0.006350240269470507,0,0
'The product will allow priviledged users to view meeting schedules in multiple reporting views.',0,0.3223099361402621,0,0
'The product shall be able to send meeting notifications via different kinds of end-user specified methods.',0,0.0011060271482542488,0,0
'The product shall have a customizable Look and Feel.',0,0.00037564694185216336,0,0
'The product shall have an intuitive user interface.',0,0.0003241911007653187,0,0
'The product will display an available status for unreserved conference rooms.',0,0.05185289538297092,0,0
'Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.',0,0.15913519791880693,0,0
'The System shall allow for a minimum of 6 users to work at the same time.',0,0.0016859823864610152,0,0
'The System shall utilize currently owned computer equipment.',0,0.00643072939500953,0,0
'The System shall be able to automatically backup business data and restore them on demand.',0,0.005733904183005726,0,0
'The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.',0,0.012811012327714507,0,0
'The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.',0,0.014590459713387734,0,0
'The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.',0,0.005875995120172248,0,0
'The System shall not require additional third party licenses resulting in royalty fees.',0,0.06234734988060315,0,0
'The System shall allow generation of Inventory Quantity Adjustment documents on demand.',0,0.01739511450997492,0,0
'The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.',0,0.034256230977708704,0,0
'The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.',0,0.15628666605722094,0,0
'The System shall allow entering storing and modifying product formulas.',0,0.004233029503456322,0,0
'Product formulas shall allow use of semi-products which have own formulas.',0,0.001058313504019507,0,0
'Product formula ingredients shall allow defining substitutionary ingredients.',0,0.011647033173860713,0,0
'Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.',0,0.017206604498086562,0,0
'Formula substitutionary ingredients shall be kept in persisted order',0,0.12170631652139975,0,0
'Product shall allow entering storing and modifying product menus used by POS terminals.',0,0.00471678176307444,0,0
'PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.',0,0.025606725969698565,0,0
'PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.',0,0.06349793515885901,0,0
'PME Subsystem shall allow for a product to exist in more than one submenu',0,0.05984110962744422,0,0
'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',0,0.0068853930883350165,0,0
'The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.',0,0.001940507192779323,0,0
'The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.',0,0.0035913722524990813,0,0
'Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.',0,0.058718992274521695,0,0
'Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.',0,0.10730006705178675,0,0
"System shall let customers register on the website as a ""pay as you go"" user in under 5 minutes.'",0,0.0033880741914930988,0,0
"System shall let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes.'",0,0.004044033083544907,0,0
'System shall let existing customers log into the website with their email address and password in under 5 seconds.',0,0.009603237049833603,0,0
'System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.',0,0.0005934653923953112,0,0
'System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.',0,0.0027161808257205595,0,0
'System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.',0,0.00209047574081364,0,0
'System shall let the administrator add/remove categories on the website in under 5 minutes.',0,0.003266747452835093,0,0
'System shall let Izogn Manager access sales and usage statistics in under 2 minutes.',0,0.0197532874201328,0,0
'System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.',0,0.15155221073901937,0,0
'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',0,0.0047258325132962615,0,0
'The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up.',0,0.275954457050609,0,0
'The website design should be modern clean and concise.',0,0.5130000954478733,1,1
'The product should be able to be used by 90% of novice users on the Internet.',0,0.10964653205933185,0,0
'Users should only have to navigate through a maximum of 4 pages to create an account with the website.',0,0.4581931864074102,1,1
'Users should be able to access their streaming movies in under 2 clicks after logging into the website.',0,0.11667405965434414,0,0
'An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.',0,0.17959162486365488,0,0
'An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.',0,0.47177506693526955,1,1
The product shall retain the customer's buying preferences and information.',0,0.0006833455457006181,0,0
'The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.',0,0.02792133924998645,0,0
'The product shall use symbols and words that are naturally understandable by users familiar with websites',0,0.012455698191425002,0,0
'The website will use standard Internet conventions when interacting with the user.',0,0.01821034021086008,0,0
'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',0,0.00534054268338989,0,0
'When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds.',0,0.5153903761690076,1,1
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user's connection.)',0,0.21910957887109417,0,0
While streaming a movie buffering should only occur if there is latency in the user's connection.',0,0.11477261230981253,0,0
'All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.',0,0.15853376473444797,0,0
'The website shall be available for use 24 hours per day 365 days per year.',0,0.007111168439907946,0,0
'The website shall achieve 99.5% up time.',0,0.009281990616489976,0,0
'All movies shall be streamed on demand at any time of the day.',0,0.010104601255136987,0,0
'The website shall continue to operate if the streaming server goes down.',0,0.01123352628196317,0,0
'The website shall continue to operate if the payment gateway goes down.',0,0.041680492386984326,0,0
'The streaming server will support 50 simultaneous streaming connections.',0,0.23095649896489373,0,0
'The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.',0,0.28421547382917806,0,0
'The server will support a maximum of 1 000 simultaneous users.',0,0.3785352371523083,0,0
'The website shall be capable of supporting 100 000 customers.',0,0.007893916322114919,0,0
'The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.',0,0.00366215059882167,0,0
'All aspects of the website shall be accessed by a web browser over the Internet.',0,0.013409616785580683,0,0
'The same hardware supporting the current website will be used to support the new system.',0,0.11564599330222186,0,0
'We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.',0,0.035192566615427114,0,0
'Website must interface with the CyberSource API to process credit card transactions.',0,0.02303234106193169,0,0
'Website must be fully operational with MSN TV2.',0,0.012656016474056713,0,0
'Movies shall be encoded and streamed via Windows Media Player 9.0.',0,0.0009766264804109577,0,0
'Movies shall be encoded for 56k and 256k streams.',0,5.268234312314961e-07,0,0
'Promotional updates to the website should take a day to update.',0,0.21871218283324395,0,0
'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',0,0.0023813087469736222,0,0
'Izogn Administrator must be able to add new products to the website within 2 minutes.',0,0.007137832197585841,0,0
'The system will provide a 24 hour 800 toll free number for support to its customers.',0,0.17549538281129426,0,0
'The website will provide a help section with answers and solutions to common problems.',0,0.15429897619476388,0,0
'Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.',0,0.2719639053911155,0,0
'The product shall be able to be installed in the specified environment within 1 working day.',0,0.004639884512487934,0,0
'Only registered customers can purchase streaming movies.',0,0.673198560483021,1,1
'A customer can only stream a movie if they purchased it and are within the 2 day viewing period.',0,0.21328377734059709,0,0
'Only authorized personnel can access customer records in the database.',0,0.12936302530484828,0,0
'Only administrators can activate a pre-paid card.',0,0.9272384569431236,1,1
'Only authorized personnel can access sales information.',0,0.25024220957675697,0,0
'The website shall prevent its data from being corrupted when incorrect data is entered in.',0,0.01998905485168354,0,0
'The website shall protect itself from intentional abuse and notify the administrator at all occurrences.',0,0.009532275625330893,0,0
'Data integrity scripts will be run on a weekly basis to verify the integrity of the database.',0,0.21676095129155593,0,0
'The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.',0,0.002344271501694054,0,0
'The system shall notify customers of changes to its information policy.',0,0.0018487086304817557,0,0
The system shall reveal private information only in compliance with the organization's information policy.',0,0.020369655390380298,0,0
'All customer information will be stored on a secure database accessible only to authorized personnel.',0,0.06267016808923949,0,0
'All credit card information will be encrypted in the database.',0,0.4819518668829741,1,1
'The streaming server will have anti-virus software to prevent infection of malicious viruses.',0,0.7161349745431335,1,1
'The website should cater to all tribes in Nigeria.',0,0.40845211574633233,1,1
'The website shall not be offensive to religious or ethnic groups.',0,0.01173034017334895,0,0
'The website should appeal to all Africans not only Nigerians.',0,0.1873851371423931,0,0
'The website should use Flash to provide animation on the home page.',0,0.1813489740765885,0,0
'IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.',0,0.1547315436241004,0,0
'The website will comply with W3C standards.',0,0.06949541813850445,0,0
'The PHP code will comply with PEAR standards.',0,0.4176413429204115,1,1
'The website will allow customers to search for movies by title actor or director.',0,0.26555180724305955,0,0
'viewing a movie details the website will display the movies description actor and director entered in by the administrator.',0,0.15696826139035408,0,0
'Website shall request and authorize credit card payment before allowing a user to stream a movie.',0,0.010361388166537653,0,0
'shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.',0,0.013706803189646875,0,0
'Website shall allow customers to browse movies by categories entered in by izogn administrator.',0,0.009667036043153375,0,0
'Website shall allow customers to view reviews of selected movies by other customers.',0,0.004349311255422288,0,0
'Website shall allow customers to add their own movie review for a selected movie.',0,0.009557880621979266,0,0
'Website shall allow the Izogn administrator to approve a review posted by a customer.',0,0.00808365830844506,0,0
'System will allow customers to pay for a streaming movie with a pre-paid card.',0,0.2109157360810546,0,0
'Website shall allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option.',0,0.10159594738355184,0,0
'System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.',0,0.0026336819425203046,0,0
'System shall allow users to update their billing and contact information via the â€œMy Accountâ€ section of the website.',0,0.0009876894335385305,0,0
'Pre-paid cards shall be distributed via email or via a printed paper card.',0,0.24466029328253175,0,0
'Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.',0,0.20056047426479393,0,0
'Website must be able to support free trial periods with various parameters set by the Izogn Manager.',0,0.03542458100921854,0,0
'All streaming movie sales will be logged in the database and accessible by the administrator.',0,0.06422707731613199,0,0
'All registered customer information shall be stored and maintained in the database even after the customer cancels their account.',0,0.016745375016514786,0,0
'Daily usage statistics should be logged and accessible by the administrator.',0,0.3173535051429952,0,0
'The owner shall have free access to all of the streaming movies.',0,0.004164450457418931,0,0
'Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.',0,0.1694909531446391,0,0
'No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.',0,0.7114469880238007,1,1
'For leads that process longer than 25 seconds the system will record the event and duration',0,0.26989473823428595,0,0
'The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.',0,0.10266742961315238,0,0
'The lead washing process will operate within the established physical web service structure.',0,0.1206160581304058,0,0
'The washing process must use a non binding neutral data format such as xml when receiving and processing lead data.',0,0.00688651355715781,0,0
'Defect reports will be available to technical units on a 24x7 basis.',0,0.4222389377783101,1,1
'Washing parameters will be updated during scheduled maintenance hours.',0,0.3753705619113296,0,0
'The vendor will verify the invalid lead.',0,0.5770198357144755,1,1
'Vendor will submit a credit validation record to be applied to the enterprise billing system.',0,0.25200173870333464,0,0
'If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.',0,0.040178308951731065,0,0
'The leads washing functionality will validate all leads received by the web service for valid data',0,0.16649439702201813,0,0
'The leads washing functionality will insert all leads captured by the web service.',0,0.349920157253885,0,0
'If the leads score falls within the high average score then it will be process by the ARA functionality.',0,0.489757123088976,1,1
'If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.',0,0.3386552726256091,0,0
'If the leads score falls within the low average then it will be returned to the supplying vendor',0,0.4690602323175289,1,1
'The leads washing functionality will compile both contact and academic scoring information for a total score.',0,0.36768625067132416,0,0
'The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.',0,0.15495939542539233,0,0
'The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.',0,0.1277188325145172,0,0
'The leads washing functionality will have an interface in which lead data parameters can be maintained.',0,0.08643196179476556,0,0
'The leads washing functionality will verify the users authentication and rights to make parameter updates.',0,0.526872248196546,1,1
'The leads washing functionality will store any potential lead duplicates returned by the enterprise system.',0,0.07781867900958865,0,0
'Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.',0,0.06553010615703925,0,0
'The leads washing functionality shall receive a period list of available reps from the enterprise system.',0,0.006174701393211958,0,0
'The product shall simulate the look of ships at sea.',0,0.008454883058300746,0,0
'The product shall display the grids within a circle as a view from a periscope.',0,0.0007198519496439556,0,0
'The product shall display each type of ship in a grid using an image of the specific type of ship.',0,0.020705906615865573,0,0
'When the offensive player takes a shot the product shall simulate the sound of a ship at sea.',0,0.01613178165783005,0,0
'When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.',0,0.048028687887221824,0,0
'When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.',0,0.04555819021119182,0,0
'When a ship is sunk the product shall simulate the sound of a sinking ship.',0,0.03297831929481924,0,0
'The product shall be available 24 hours per day seven days per week.',0,0.0053220409287594635,0,0
'The product shall able to handle a large number of games simultaneously.',0,0.004484392142569748,0,0
'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',0,0.055579463948508136,0,0
'The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.',0,0.0012558719145494821,0,0
'The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.',0,0.002423517122652865,0,0
'The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.',0,0.00020878631036411925,0,0
'The product shall provide players no access to information that might reveal the identity of another player',0,0.009112470125564202,0,0
'The product shall maintain a list of players.',0,0.001097397269578697,0,0
'The product shall allow a user to identify himself or herself as a player.',0,0.0004754079601231272,0,0
'Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.',0,0.029030569724969795,0,0
'The product shall allow a user to remove himself or herself from the list of players at any time.',0,0.0009274091247138709,0,0
'The product shall make inactive players unavailable for selection from the list of players.',0,0.024465202276463507,0,0
'The product shall remove players who have been inactive for 24 hours from the list of players.',0,0.002884013525148988,0,0
'The product shall allow a player to initiate a game by selecting another available player from the list of players.',0,0.00396891445001581,0,0
'Once a game is initiated the product shall display a defensive grid to each player',0,0.0034592838091988885,0,0
'Once a game is initiated the product shall display an offensive grid to each player.',0,0.004111195982037532,0,0
'The product shall prevent a player from viewing the offensive or defensive grids of the other player.',0,0.009952043394626856,0,0
'Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.',0,0.004066190165194221,0,0
'The product shall allow a player to position ships horizontally on their grid.',0,0.004317433497532927,0,0
'The product shall allow the player to position ships vertically on their grid.',0,0.00254229938879531,0,0
'The product shall allow the player to position ships diagonally on their grid',0,0.0007418041192378089,0,0
'The product shall prevent the player from overlapping ships on their grid.',0,0.0051275731119001956,0,0
'When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.',0,0.01028897634112003,0,0
'For each turn the product shall identify one player as offensive status and one player as defensive status.',0,0.01814412953095859,0,0
'The product shall maintain the status of each player for a turn either offensive or defensive.',0,0.005305852482616852,0,0
'At the start of each turn the product shall notify each player of his or her status.',0,0.003013694097630034,0,0
'For each turn the product shall allow the offensive player to define a shot.',0,0.005389619994916858,0,0
'For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.',0,0.03778414989849682,0,0
'For each shot the product shall notify the players whether the shot was a hit or miss.',0,0.01558895775847653,0,0
'For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.',0,0.037749287784865186,0,0
'For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.',0,0.04084496228315599,0,0
'When the hit results in sinking a ship the product shall notify the players that the ship was sunk.',0,0.025377254285136028,0,0
'When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.',0,0.04824894222295306,0,0
'When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.',0,0.052012966879732066,0,0
'When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.',0,0.05138814700188362,0,0
'If the shot was marked as a hit the product shall allow the offensive player to define a shot.',0,0.012390447311853221,0,0
'If the shot was marked as a miss the product shall change the status of the offensive player to defensive',0,0.008205297065872277,0,0
'If the shot was marked as a miss the product shall change the status of the defensive player to offensive',0,0.008306584370643246,0,0
'The product shall continue to assign turns until the game is ended.',0,0.005012741143005436,0,0
The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk.',0,0.0383012411838652,0,0
'The product shall allow a player to end a game at any time during the game.',0,0.0055039810281521965,0,0
'When a game is ended the product shall notify the players that the game is ended.',0,0.005842977469186138,0,0
'The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).',0,0.42606352969857414,1,1
'When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.',0,0.0033740058879142363,0,0
'When a game is ended the product shall allow each player to remove himself or herself from the list of players.',0,0.001295199069685583,0,0
The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.',0,5.0782569009817944e-05,0,0
The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.',0,0.00032075134423558294,0,0
The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.',0,0.006401274251238357,0,0
On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.',0,0.053076915469157784,0,0
On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.',0,0.0726148514820528,0,0
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.',0,0.00016331254262066583,0,0
The system must be available for use between 7:00AM and 11:59PM all days of the year.',0,0.0007943457576233068,0,0
The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.',0,0.0023466234242035507,0,0
The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',0,0.042341559376439054,0,0
The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',0,0.007855304977058419,0,0
The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.',0,0.005374204812390333,0,0
The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.',0,0.04322371372175043,0,0
The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.',0,0.04201618453182873,0,0
'The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.',0,0.0006295461882505148,0,0
'The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.',0,0.018210658797032375,0,0
'The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.',0,4.93461018428182e-05,0,0
'The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.',0,6.242718712680863e-05,0,0
'The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)',0,9.180462425178976e-05,0,0
'The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications',0,0.004828831413679222,0,0
'The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.',0,0.016638996755130028,0,0
'The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds',0,8.845725796920883e-05,0,0
'The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.',0,0.0001762151151248159,0,0
'The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.',0,0.003533634966073994,0,0
'The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.',0,0.00023396141491791912,0,0
'The product shall be robust.The product shall have fault avoidance based on standards adoption.',0,3.79481859985337e-05,0,0
