ProjectID,RequirementText,IsFunctional,IsQuality,Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US),Other (OT),CleanedRequirementText,IsOutlierRule,OutlierProbability,IsOutlierModel,IsOutlierFinal
4,'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',0,1,0,0,1,0,0,0,0,0,0,0,0,0,business rule specified dispute system shall compliance guideline regulation e regulation z,0,0.08246482104337542,0,0
4,'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',1,1,0,0,1,0,0,0,0,0,0,0,0,0,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,0,0.0361125701360623,0,0
4,'All actions that modify an existing dispute case must be recorded in the case history.',1,1,0,0,1,0,1,0,0,0,0,0,0,0,action modify existing dispute case must recorded case history,0,0.09157646586868248,0,0
4,'The Disputes System must be accessible by both internal and external users.',0,1,1,0,0,0,0,0,0,0,0,1,0,0,dispute system must accessible internal external user,0,0.013294057214290302,0,0
4,'The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,dispute system must prevent user accessing dispute case belong cardholder base,0,0.036576501179987626,0,0
4,'The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.',0,1,0,0,0,0,0,0,1,0,1,0,0,0,dispute system facilitate direct data entry dispute case via user interface support real time response user,0,0.03805155672458742,0,0
4,'The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,dispute system must provide different level access regard dispute case initiation followup action,0,0.007183563819566519,0,0
4,'The Disputes System shall provide view access capability for authorized users of the application.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,dispute system shall provide view access capability authorized user application,0,0.0026089822817546896,0,0
4,'The Disputes System shall provide update access capability for authorized users of the application.',1,1,0,0,0,0,0,0,0,0,0,1,0,0,dispute system shall provide update access capability authorized user application,0,0.0017489078039108973,0,0
4,'The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must allow user select disputable transaction based age transaction user interface initiate dispute ticket retrieval request chargeback notification selected transaction,0,0.024095393735487983,0,0
4,'The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must provide user ability initiate single dispute case multiple transaction belong single merchant,0,0.007247838899218626,0,0
4,'The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system provide user ability create initiate ticket retrieval request part ticket retrieval creation process system must prompt user enter required information create ticket retrieval request ticket retrieval request document sent merchant inquiring validity transaction,0,0.16465159822013173,0,0
4,'The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must allow user create three unique type ticket retrieval request three type ticket retrieval request NUM request original receipt NUM request copy receipt NUM request portfolio portfolio consists documentation would provide proof purchase documentation received car rental agency sale receipt,0,0.35610337674937026,0,0
4,'The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must prevent external user requesting original receipt request original receipt restricted internal user,0,0.16197553996162056,0,0
4,'The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number the type of retrieval requested (copy original or portfolio) and the date that the merchant response is due.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must provide confirmation user upon creation ticket retrieval request contains following information dispute case number type retrieval requested copy original portfolio date merchant response due,0,0.039098512445192815,0,0
4,'The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system shall allow user create initiate chargeback request system must prompt user enter required information initiate chargeback request chargeback request result printed chargeback notification sent merchant indicating account charged back proof provided disputed transaction valid,0,0.034715551874369074,0,0
4,'The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number the type of chargeback requested (pending or immediate) and the date that the merchant response is due.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must provide confirmation user upon creation chargeback request confirmation must contain following information dispute case number type chargeback requested pending immediate date merchant response due,0,0.011972788013115578,0,0
4,'The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.',1,1,0,0,1,0,1,0,0,0,0,0,0,0,dispute system shall prevent creation duplicate dispute request NUM time,0,0.006766753828938945,0,0
4,'The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.',1,1,0,0,1,0,1,0,0,0,0,0,0,0,dispute system shall accurately provide list possible reason code given transaction list possible reason code must derived based type transaction industry merchant belongs according business rule defined dispute system,0,0.03783271027421785,0,0
4,'The Disputes System must provide the ability to view existing dispute cases.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must provide ability view existing dispute case,0,0.0032179545562357626,0,0
4,'The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number (2) the merchant account number (3) the cardmember account number and (4) the issuer number. In addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute (ticket retrieval request or chargeback notification) the case status (open closed or all) and the dispute reason code.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system must provide search functionality search method must include ability search NUM dispute case number NUM merchant account number NUM cardmember account number NUM issuer number addition criterion search functionality must allow user limit result search date range type dispute ticket retrieval request chargeback notification case status open closed dispute reason code,0,0.006942283033100429,0,0
4,'A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.',1,1,0,0,0,1,0,0,0,0,0,0,0,0,list dispute case meet entered search criterion must provided user list case must differentiate type andor status case color coding line item list example open case yellow closed case gray,0,0.0821176538892455,0,0
4,'The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system shall provide user ability view history activity occurred dispute case,0,0.002683727255251225,0,0
4,'The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions. The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system shall provide user ability follow dispute case via followup action list available follow action given dispute case must filtered status case access level user,0,0.00237520004004442,0,0
4,'The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute system shall record name user date activity creates modifies dispute case system detailed history action taken case including date user performed action must maintained auditing purpose,0,0.0026249342615463403,0,0
4,'For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,systematic nonuser initiated action occurs case dispute aging process case activity generated upon next logon user initiated dispute case must notified systematic action occurred dispute case,0,0.06865545218826981,0,0
4,'All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.',1,1,0,0,1,1,0,0,0,0,0,0,0,0,letter request must formatted according guideline specified print letter utility system,0,0.13714150332965264,0,0
4,'Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,dispute case closed NUM month must purged online dispute database,0,0.018375678110197417,0,0
5,'The product must support Internet Explorer 5.5 and above.',0,1,0,0,0,0,0,0,0,1,0,0,0,0,product must support internet explorer NUM,0,0.014061726626052252,0,0
5,'The product must support Mozilla Firefox 1.0 and above.',0,1,0,0,0,0,0,0,0,1,0,0,0,0,product must support mozilla firefox NUM,0,0.0023264635329157558,0,0
5,'The product shall interface with the Choice Parts System. This provides the feed of recycled parts data.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall interface choice part system provides feed recycled part data,0,0.0008876142330067159,0,0
5,'The product shall run on the existing hardware for all environments.',0,1,0,0,0,0,0,0,0,1,0,0,0,0,product shall run existing hardware environment,0,0.0034007415757439,0,0
5,'The product shall adhere to the corporate Architecture guidelines',0,1,0,0,1,0,0,0,0,0,0,0,0,0,product shall adhere corporate architecture guideline,0,0.0033301652002693414,0,0
5,'The product shall comply with corporate User Interface Guidelines',0,1,0,0,1,1,0,0,0,0,0,0,0,0,product shall comply corporate user interface guideline,0,0.0005018825322518467,0,0
5,'The product shall comply with corporate color scheme',0,1,0,0,1,1,0,0,0,0,0,0,0,0,product shall comply corporate color scheme,0,0.003603318445567041,0,0
5,'The appearance of the product shall appear professional',0,1,0,0,0,1,0,0,0,0,0,0,0,0,appearance product shall appear professional,0,0.0024919575624931948,0,0
5,'The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall easy use adjuster collision estimator NUM adjuster collision estimator shall find product easy use,0,0.001440269935700701,0,0
5,'The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall increase productivity collision estimator NUM collision estimator shall agree productivity increase within NUM month using product,0,0.0006519675003858926,0,0
5,'Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,user shall feel satisfied using product NUM user satisfied product,0,0.014887531329523893,0,0
5,'The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall easy learn adjuster collision estimator product shall learned two day onsite training,0,0.0002591202675348313,0,0
5,'The user shall easily locate instructions while using the product. User help can be found within 90% of the system.',0,1,0,0,0,1,0,0,0,0,0,0,1,0,user shall easily locate instruction using product user help found within NUM system,0,0.0002437692880025243,0,0
5,'The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.',0,1,0,0,0,0,0,0,1,0,0,0,0,0,search recycled part shall take longer NUM second search result shall returned NUM second,0,0.008916435237817925,0,0
5,'The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds',0,1,0,0,0,0,0,0,1,0,0,0,0,0,search preferred repair facility shall take longer NUM second preferred repair facility returned within NUM second,0,0.13997049829109484,0,0
5,'The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.',1,1,0,0,0,0,0,0,1,0,0,0,0,0,recycled part audit report shall returned user within NUM second audit report shall returned within NUM second,0,0.003941256153563799,0,0
5,'The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.',1,1,0,0,0,0,0,0,1,0,0,0,0,0,preferred repair facility rating shall saved within NUM second save shall occur within NUM second,0,0.0011849737781874654,0,0
5,'The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.',0,1,1,0,0,0,0,0,0,0,0,0,0,0,product shall adhere corporate online availability schedule application brought within NUM scheduled outage per availability schedule,0,0.016446089762382436,0,0
5,'The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.',0,1,1,1,0,0,0,0,0,0,0,0,0,0,product shall achieve NUM uptime product shall fail NUM available online time,0,0.0001286510912122609,0,0
5,'The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,product shall able handle NUM simultaneous user system shall perform NUM user time,0,1.3500210615522184e-05,0,0
5,'The average number of recycled parts records per day shall be 50 000.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,average number recycled part record per day shall NUM NUM,0,0.021221206482602315,0,0
5,'The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,product shall able handle NUM NUM concurrent user within NUM year initial launch,0,0.0013602257218714054,0,0
5,'For estimators the product shall be able to be operated in a repair facility during dirty and noisy conditions.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,estimator product shall able operated repair facility dirty noisy condition,0,0.010236820662357126,0,0
5,'The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall interface choiceparts system per day approximately NUM,0,0.001150569933608809,0,0
5,'The maintenance of the product will fall within the established corporate maintenance windows.',0,1,0,0,0,0,1,0,0,0,0,0,0,0,maintenance product fall within established corporate maintenance window,0,0.09854544263574654,0,0
5,'The product shall be supported using the corporate support center.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall supported using corporate support center,0,0.0014496110327374733,0,0
5,'Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.',0,1,0,0,0,0,1,0,0,0,0,0,0,0,product installation upgrade shall handled middleware technology team within established launch time frame,0,0.012283425284186317,0,0
5,'Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.',1,1,0,0,0,0,0,0,0,0,0,1,0,0,adjuster request recycled part audit report user without adjuster role shall request recycled part audit,0,0.07978492874505465,0,0
5,'Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.',1,1,0,0,0,0,0,0,0,0,0,1,0,0,collision estimator shall search recycled part user without collision estimator role shall access search recycled part,0,0.009528546486945127,0,0
5,'Only valid data shall be entered into the system. No invalid data shall be entered into the system.',0,1,0,0,0,0,0,0,0,0,0,1,1,0,valid data shall entered system invalid data shall entered system,0,0.0028846396817520724,0,0
5,'One insurance company shall not be able to view another insurance companys claim data.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,one insurance company shall able view another insurance company claim data,0,0.057300684309455244,0,0
5,'The product shall free of computer viruses.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,product shall free computer virus,0,0.00036080743868940245,0,0
5,'The system shall prevent malicious attacks including denial of service.',0,1,0,0,0,0,0,0,0,0,0,1,0,0,system shall prevent malicious attack including denial service,0,0.015382034248975524,0,0
5,'The product must comply with Sarbanes-Oxley.',0,1,0,0,1,0,0,0,0,0,0,0,0,0,product must comply sarbanesoxley,0,0.004922253848406194,0,0
5,'The product shall comply with the estimatics laws relating to recycled parts usage.',0,1,0,0,1,0,0,0,0,0,0,0,0,0,product shall comply estimatics law relating recycled part usage,0,0.0025973268408324983,0,0
5,'The product shall comply with insurance regulations regarding claims processing.',0,1,0,0,1,0,0,0,0,0,0,0,0,0,product shall comply insurance regulation regarding claim processing,0,0.0033866074101717445,0,0
5,'The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles',1,0,0,0,0,0,0,0,0,0,0,0,0,0,user shall search preferred repair facility using vehicle vehicle location radius mile,0,0.04326515256018038,0,0
5,'The vehicle data shall include vehicle year make and model',0,0,0,0,0,0,0,0,0,0,0,0,0,0,vehicle data shall include vehicle year make model,0,0.08625036847449898,0,0
5,'The vehicle location shall include street address city state and zipcode',0,0,0,0,0,0,0,0,0,0,0,0,0,0,vehicle location shall include street address city state zipcode,0,0.09090972725211224,0,0
5,'The system shall resolve the zipcode for the street address city and state if zipcode is unknown.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall resolve zipcode street address city state zipcode unknown,0,0.01516993340443823,0,0
5,'The search radius shall be between 1 and 30 miles',0,0,0,0,0,0,0,0,0,0,0,0,0,0,search radius shall NUM NUM mile,0,0.00804257462905545,0,0
5,'The system shall locate the preferred repair facility with the highest ratings for the input criteria',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall locate preferred repair facility highest rating input criterion,0,0.021025321654553352,0,0
5,'The adjuster shall enter the preferred repair facility on the estimate assignment.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,adjuster shall enter preferred repair facility estimate assignment,0,0.08441517986866472,0,0
5,'The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,adjuster shall able override preferred repair facitlity estimate assignment,0,0.045909214360041695,0,0
5,'The preferred repair facility shall be returned to the user.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,preferred repair facility shall returned user,0,0.011666154322677742,0,0
5,'The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall return list repair facility within radius preferred repair facility determined,0,0.02583917665215015,0,0
5,'The estimator shall search for available recycled parts using damaged vehicle parts information.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,estimator shall search available recycled part using damaged vehicle part information,0,0.025798391560136375,0,0
5,'The estimator shall search for available recycled parts using a list of preferred parts suppliers.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,estimator shall search available recycled part using list preferred part supplier,0,0.03778600445361661,0,0
5,'The system shall search for available recycled parts for the supplied vehicle parts and suppliers.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall search available recycled part supplied vehicle part supplier,0,0.006572439061686272,0,0
5,'The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers',1,0,0,0,0,0,0,0,0,0,0,0,0,0,estimator shall search zipcode radius NUM mile part found preferred part supplier,0,0.13264730006338749,0,0
5,'The system shall retain the available recycled parts and suppliers returned from the search.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall retain available recycled part supplier returned search,0,0.0035555691338997795,0,0
5,'The available recycled parts information and their suppliers shall be returned to the user.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,available recycled part information supplier shall returned user,0,0.0018178950454695601,0,0
5,'The estimator shall apply selected recycled parts to the collision estimate.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,estimator shall apply selected recycled part collision estimate,0,0.07596171333928226,0,0
5,'The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,estimator shall apply recycled part collision estimate available part returned,0,0.06364456432120208,0,0
5,'The adjuster shall review the collision estimate.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,adjuster shall review collision estimate,0,0.07765660025756332,0,0
5,'The adjuster shall request a recycled parts audit of the collision estimate.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,adjuster shall request recycled part audit collision estimate,0,0.04608899857970074,0,0
5,'The recycled parts search results provided to the estimator shall be retrieved by the system.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,recycled part search result provided estimator shall retrieved system,0,0.007643380176373817,0,0
5,'The system shall generate an audit report based on the available recycled parts and the collision estimate.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,system shall generate audit report based available recycled part collision estimate,0,0.009497942793164953,0,0
5,'The audit report shall include the total number of recycled parts used in the estimate.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,audit report shall include total number recycled part used estimate,0,0.05722879402233978,0,0
5,'The audit report shall include the number of available recycled parts from the original search results.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,audit report shall include number available recycled part original search result,0,0.023183132553725085,0,0
5,'The audit report shall include the percentage of available recycled parts used in the estimate ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,audit report shall include percentage available recycled part used estimate,0,0.03970342495941831,0,0
5,'The audit report shall include the total score of the audit which sums the indivual line items.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,audit report shall include total score audit sum indivual line item,0,0.05527582610646849,0,0
5,'The audit report shall be displayed to the user.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,audit report shall displayed user,0,0.008339783935275197,0,0
5,'The audit report shall be available to other adjusters at later points in time.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,audit report shall available adjuster later point time,0,0.03890854553479697,0,0
5,'The user shall select to view the preferred repair facility ratings.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,user shall select view preferred repair facility rating,0,0.018720671822740304,0,0
5,'The current repair facility ratings shall be displayed to the user.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,current repair facility rating shall displayed user,0,0.013098727061811439,0,0
5,'The user shall enter new ratings based on the audit report',1,0,0,0,0,0,0,0,0,0,0,0,0,0,user shall enter new rating based audit report,0,0.01121574322764698,0,0
5,'The ratings shall be from a scale of 1-10',1,0,0,0,0,0,0,0,0,0,0,0,0,0,rating shall scale NUM,0,0.0005658071325295252,0,0
5,'The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts',0,0,0,0,0,0,0,0,0,0,0,0,0,0,rating shall include category attempted use recycled part actual use recycled part,0,0.05221261305063188,0,0
5,'The user shall select to save the preferred repair facility ratings.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,user shall select save preferred repair facility rating,0,0.02554378920706563,0,0
5,'The preferred repair facility ratings shall be saved by the system.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,preferred repair facility rating shall saved system,0,0.014500204318285618,0,0
6,'The product must work with most database management systems (DBMS) on the market whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.',0,1,0,0,0,0,0,1,0,1,0,0,0,0,product must work database management system dbms market whether dbms colocated product machine located different machine computer network,0,0.0702723993384439,0,0
6,'The product will function alongside server software on any operating system where the Java runtime can be installed.',0,1,0,0,0,0,0,0,0,1,0,0,0,0,product function alongside server software operating system java runtime installed,0,0.19067534119445678,0,0
6,'The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.',0,1,0,0,0,0,0,1,0,1,0,0,0,0,product require collaboration database management system dbms dbms may located machine product separate machine residing computer network,0,0.14385826765206247,0,0
6,'The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product must make use webapplication server technology open source example include apache web server tomcat jboss application server,0,0.054180975008357,0,0
6,'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,database management system oracle db NUM mysql hsql need integrated product,0,0.08461848961512487,0,0
6,The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo branding and identity',0,1,0,0,0,1,0,0,0,0,0,0,0,0,product look feel shall able incorporate aspect customer organization logo branding identity,0,0.012507505541047334,0,0
6,'The product shall have a conservative and professional appearance.',0,1,0,0,0,1,0,0,0,0,0,0,0,0,product shall conservative professional appearance,0,0.0031952927659928527,0,0
6,'The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall make user want use NUM user surveyed report regularly using product first NUM week postlaunch,0,0.006300452336051264,0,0
6,'The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall easy use NUM user able successfully reserve conference room within NUM minute product use,0,0.0005945446137600076,0,0
6,'The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.',0,1,0,0,0,0,0,0,1,0,0,0,1,0,product shall give user feedback necessary NUM user surveyed report product accurately confirms action,0,0.0035689311716010793,0,0
6,'The product shall allow the user to select a chosen language from one of the target market countries.',1,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall allow user select chosen language one target market country,0,0.004669537922737001,0,0
6,'The product shall allow for customization of start page and views preferences.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall allow customization start page view preference,0,0.00039269127339007384,0,0
6,'An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,employee able successfully use product within minute informally navigating product less NUM minute user shall able successfully setup meeting reserve conference room,0,0.009164730066559408,0,0
6,'The product shall use a standard navigation menu familiar to most web users.',0,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall use standard navigation menu familiar web user,0,0.0026199145901575818,0,0
6,'The product shall allow for intuitive searching of available conference rooms.',1,1,0,0,0,0,0,0,0,0,0,0,1,0,product shall allow intuitive searching available conference room,0,0.0019318454892526171,0,0
6,'The product shall conform to the Americans with Disabilities Act.',0,1,0,0,1,0,0,0,0,0,0,0,0,0,product shall conform american disability act,0,0.0010414309343546218,0,0
6,The response shall be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.',0,1,0,0,0,0,0,0,1,0,0,0,0,0,response shall fast enough avoid interrupting user flow thought NUM task shall complete within NUM second NUM task shall complete within NUM second,0,0.0026512119396177227,0,0
6,'Aside from server failure the software product shall achieve 99.99% up time.',0,1,1,0,0,0,0,0,0,0,0,0,0,0,aside server failure software product shall achieve NUM time,0,0.009629669132191846,0,0
6,'The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.',1,1,0,0,0,0,1,0,0,0,0,0,0,0,product shall create exception log problem encountered within product transmission company analysis resolution,0,0.00545194307391273,0,0
6,'The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,product shall capable handling NUM NUM concurrent request number increase NUM NUM release NUM concurrency capacity must able handle peak scheduling time early morning late afternoon hour,0,0.013176339654796325,0,0
6,'The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.',0,1,0,0,0,0,0,0,0,0,1,0,0,0,product shall able process NUM NUM transaction per hour within two year launch number increase NUM NUM release NUM,0,0.002541503520814292,0,0
6,'The product shall be expected to operate for at least 5 years for each customer installation.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall expected operate least NUM year customer installation,0,0.0028081456921963325,0,0
6,'The product shall be used in office environments.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall used office environment,0,0.0022239939520216864,0,0
6,'The product must be able to interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).',0,1,0,0,0,1,0,1,0,1,0,0,0,0,product must able interface html browser product shall transmit data user product without problem product shall display html properly NUM html browser tested minimum test NUM browser,0,0.00017540551631854101,0,0
6,'The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.',0,1,1,0,0,0,0,1,0,1,0,0,0,0,product must able interface various database management system product shall communicate successfully database management system NUM transaction,0,0.0005368666486084868,0,0
6,'The product must be able to interface with various email servers. The product shall be able to send email.',0,1,0,0,0,0,0,1,0,1,0,0,0,0,product must able interface various email server product shall able send email,0,0.0005783899885046552,0,0
6,'The product shall be available for distribution via the Internet as a binary or ZIP file.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall available distribution via internet binary zip file,0,0.01116849488089081,0,0
6,'The product shall be available for distribution as a packaged CD.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product shall available distribution packaged cd,0,0.0040925796624771815,0,0
6,'The product will be available for licensing as a one-server two-five servers or five-or-more servers license.',0,1,0,0,0,0,0,1,0,0,0,0,0,0,product available licensing oneserver twofive server fiveormore server license,0,0.33595605361184677,0,0
